block_id,port_id
1,1
1,2
2,6
2,7
4,12
5,14
6,21
7,26
7,27
7,28
8,32
8,33
9,41
9,42
9,43
10,46
10,47
11,49
11,50
12,52
12,53
12,54
12,55
13,57
13,58
13,59
14,62
14,63
14,64
14,65
14,66
14,67
15,69
15,70
16,72
16,73
18,77
18,78
19,83
20,88
20,89
20,90
21,94
22,99
22,100
23,103
23,104
23,105
24,109
24,110
24,111
24,112
25,114
25,115
26,117
26,118
27,121
27,122
28,124
28,125
29,127
