channel_id,data_id
61,3
62,4
63,5
64,6
65,7
66,8
67,10
68,1
69,2
70,9
71,34
72,35
1,8
2,9
3,10
4,12
5,14
6,15
7,17
8,17
9,17
10,21
11,21
12,20
13,22
14,22
15,22
16,22
17,22
18,22
19,13
20,28
21,27
22,27
23,16
24,16
25,16
26,30
27,30
28,31
29,31
30,23
31,18
32,32
33,24
34,6
35,7
36,33
37,11
38,19
39,34
40,35
41,38
42,39
43,40
44,40
45,43
46,43
47,42
48,44
49,49
50,47
51,50
52,50
53,48
54,48
55,41
56,51
57,46
58,10
59,52
60,36
