port_id,channel_id
43,1
47,2
54,3
28,4
10,5
13,6
26,7
29,8
48,9
11,10
18,11
14,12
19,13
15,14
20,14
16,15
21,15
23,16
27,16
24,17
30,17
22,18
31,18
25,19
32,19
33,20
38,20
33,21
49,21
34,22
39,22
35,23
40,23
35,24
50,24
36,25
41,25
42,26
44,27
51,27
45,28
52,28
46,29
53,29
10,30
13,31
26,32
29,33
48,34
11,35
18,36
19,37
14,38
42,39
43,40
47,41
54,42
28,43
